Div6: East South Central, Lifetables (period 5x10), Both sexes Last modified: 20 Dec 2020, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1960-1969	0	0.03032	0.02954	0.13	100000	2954	97437	6900541	69.01
1960-1969	1-4	0.00123	0.00492	1.55	97046	477	387014	6803104	70.10
1960-1969	5-9	0.00053	0.00263	2.33	96569	254	482168	6416090	66.44
1960-1969	10-14	0.00051	0.00255	2.73	96315	245	481019	5933922	61.61
1960-1969	15-19	0.00119	0.00592	2.78	96070	569	479086	5452903	56.76
1960-1969	20-24	0.00153	0.00762	2.53	95501	728	475706	4973817	52.08
1960-1969	25-29	0.00169	0.00840	2.56	94774	796	471921	4498111	47.46
1960-1969	30-34	0.00207	0.01030	2.64	93977	968	467606	4026189	42.84
1960-1969	35-39	0.00293	0.01454	2.65	93010	1353	461870	3558584	38.26
1960-1969	40-44	0.00444	0.02197	2.66	91657	2014	453569	3096714	33.79
1960-1969	45-49	0.00657	0.03234	2.66	89643	2899	441421	2643145	29.49
1960-1969	50-54	0.00987	0.04824	2.64	86744	4185	423830	2201724	25.38
1960-1969	55-59	0.01431	0.06919	2.62	82559	5712	399219	1777894	21.53
1960-1969	60-64	0.02083	0.09922	2.62	76847	7625	366122	1378675	17.94
1960-1969	65-69	0.03139	0.14580	2.56	69222	10093	321521	1012552	14.63
1960-1969	70-74	0.04619	0.20776	2.58	59129	12285	265940	691031	11.69
1960-1969	75-79	0.06948	0.29627	2.52	46845	13879	199756	425091	9.07
1960-1969	80-84	0.10877	0.42687	2.48	32966	14072	129377	225335	6.84
1960-1969	85-89	0.16814	0.57883	2.31	18894	10936	65043	95958	5.08
1960-1969	90-94	0.23522	0.70303	2.14	7958	5594	23783	30915	3.89
1960-1969	95-99	0.31480	0.80806	1.99	2363	1910	6066	7132	3.02
1960-1969	100-104	0.41540	0.88936	1.79	454	403	971	1066	2.35
1960-1969	105-109	0.52433	0.93945	1.58	50	47	90	95	1.89
1960-1969	110+	0.61357	1.00000	1.63	3	3	5	5	1.63
1970-1979	0	0.01960	0.01926	0.1	100000	1926	98272	7098508	70.99
1970-1979	1-4	0.00084	0.00336	1.62	98074	329	391514	7000236	71.38
1970-1979	5-9	0.00043	0.00216	2.31	97745	211	488158	6608722	67.61
1970-1979	10-14	0.00045	0.00223	2.77	97534	217	487187	6120564	62.75
1970-1979	15-19	0.00118	0.00587	2.8	97317	571	485325	5633377	57.89
1970-1979	20-24	0.00150	0.00747	2.52	96746	723	481937	5148051	53.21
1970-1979	25-29	0.00157	0.00783	2.52	96023	752	478250	4666114	48.59
1970-1979	30-34	0.00181	0.00904	2.62	95271	861	474301	4187864	43.96
1970-1979	35-39	0.00260	0.01294	2.67	94410	1222	469204	3713563	39.33
1970-1979	40-44	0.00396	0.01960	2.67	93188	1827	461693	3244359	34.82
1970-1979	45-49	0.00607	0.02993	2.66	91361	2734	450402	2782666	30.46
1970-1979	50-54	0.00917	0.04490	2.64	88627	3980	433760	2332263	26.32
1970-1979	55-59	0.01329	0.06441	2.63	84648	5452	410317	1898503	22.43
1970-1979	60-64	0.01970	0.09408	2.62	79195	7451	378231	1488186	18.79
1970-1979	65-69	0.02791	0.13074	2.59	71744	9380	336070	1109955	15.47
1970-1979	70-74	0.04182	0.18993	2.58	62365	11845	283214	773885	12.41
1970-1979	75-79	0.06243	0.27066	2.54	50520	13674	219022	490671	9.71
1970-1979	80-84	0.09784	0.39290	2.5	36846	14477	147972	271650	7.37
1970-1979	85-89	0.14919	0.53501	2.36	22370	11968	80221	123678	5.53
1970-1979	90-94	0.21419	0.67032	2.21	10402	6972	32552	43457	4.18
1970-1979	95-99	0.29608	0.78794	2.03	3429	2702	9126	10905	3.18
1970-1979	100-104	0.39748	0.87830	1.82	727	639	1607	1779	2.45
1970-1979	105-109	0.50960	0.93460	1.61	88	83	162	172	1.94
1970-1979	110+	0.60239	1.00000	1.66	6	6	10	10	1.66
1980-1989	0	0.01268	0.01253	0.08	100000	1253	98852	7340982	73.41
1980-1989	1-4	0.00059	0.00235	1.62	98747	232	394434	7242130	73.34
1980-1989	5-9	0.00029	0.00145	2.4	98515	143	492202	6847696	69.51
1980-1989	10-14	0.00034	0.00168	2.8	98372	165	491495	6355494	64.61
1980-1989	15-19	0.00096	0.00477	2.82	98207	469	490012	5863999	59.71
1980-1989	20-24	0.00125	0.00623	2.54	97738	609	487191	5373987	54.98
1980-1989	25-29	0.00132	0.00658	2.54	97128	639	484073	4886796	50.31
1980-1989	30-34	0.00154	0.00768	2.56	96489	741	480641	4402723	45.63
1980-1989	35-39	0.00200	0.00996	2.64	95749	953	476494	3922082	40.96
1980-1989	40-44	0.00294	0.01459	2.67	94795	1383	470761	3445588	36.35
1980-1989	45-49	0.00467	0.02308	2.68	93412	2156	462055	2974827	31.85
1980-1989	50-54	0.00754	0.03705	2.67	91256	3381	448397	2512772	27.54
1980-1989	55-59	0.01162	0.05653	2.64	87875	4968	427665	2064375	23.49
1980-1989	60-64	0.01749	0.08394	2.62	82907	6959	397949	1636710	19.74
1980-1989	65-69	0.02539	0.11963	2.59	75948	9086	357864	1238761	16.31
1980-1989	70-74	0.03750	0.17197	2.59	66863	11499	306596	880898	13.17
1980-1989	75-79	0.05528	0.24324	2.53	55364	13467	243585	574301	10.37
1980-1989	80-84	0.08731	0.35843	2.5	41897	15017	171990	330716	7.89
1980-1989	85-89	0.13408	0.49693	2.4	26880	13358	99628	158726	5.90
1980-1989	90-94	0.20077	0.64711	2.25	13523	8751	43585	59098	4.37
1980-1989	95-99	0.28755	0.77893	2.06	4772	3717	12927	15513	3.25
1980-1989	100-104	0.39587	0.87818	1.83	1055	926	2340	2586	2.45
1980-1989	105-109	0.51705	0.93792	1.6	129	121	233	246	1.91
1980-1989	110+	0.61762	1.00000	1.62	8	8	13	13	1.62
1990-1999	0	0.00985	0.00976	0.08	100000	976	99098	7424594	74.25
1990-1999	1-4	0.00051	0.00203	1.64	99024	201	395619	7325496	73.98
1990-1999	5-9	0.00025	0.00124	2.39	98823	122	493795	6929877	70.12
1990-1999	10-14	0.00029	0.00147	2.88	98701	145	493195	6436082	65.21
1990-1999	15-19	0.00101	0.00505	2.8	98555	498	491683	5942887	60.30
1990-1999	20-24	0.00124	0.00620	2.52	98058	608	488780	5451203	55.59
1990-1999	25-29	0.00137	0.00682	2.59	97450	664	485646	4962423	50.92
1990-1999	30-34	0.00169	0.00841	2.6	96786	814	481975	4476777	46.25
1990-1999	35-39	0.00216	0.01077	2.61	95972	1034	477395	3994803	41.62
1990-1999	40-44	0.00292	0.01452	2.63	94939	1379	471430	3517408	37.05
1990-1999	45-49	0.00432	0.02140	2.67	93560	2002	463136	3045978	32.56
1990-1999	50-54	0.00661	0.03253	2.67	91558	2979	450858	2582842	28.21
1990-1999	55-59	0.01040	0.05075	2.66	88579	4495	432394	2131984	24.07
1990-1999	60-64	0.01606	0.07738	2.63	84083	6506	405014	1699590	20.21
1990-1999	65-69	0.02386	0.11287	2.62	77577	8756	367009	1294576	16.69
1990-1999	70-74	0.03556	0.16378	2.59	68821	11272	316980	927567	13.48
1990-1999	75-79	0.05259	0.23310	2.57	57550	13415	255086	610587	10.61
1990-1999	80-84	0.08320	0.34470	2.51	44135	15213	182851	355501	8.05
1990-1999	85-89	0.13005	0.48683	2.42	28921	14080	108263	172650	5.97
1990-1999	90-94	0.20092	0.64843	2.27	14841	9624	47898	64387	4.34
1990-1999	95-99	0.29628	0.79025	2.05	5218	4123	13917	16489	3.16
1990-1999	100-104	0.41409	0.89073	1.8	1094	975	2354	2572	2.35
1990-1999	105-109	0.54436	0.94722	1.56	120	113	208	218	1.82
1990-1999	110+	0.65113	1.00000	1.54	6	6	10	10	1.54
2000-2009	0	0.00892	0.00884	0.07	100000	884	99180	7497530	74.98
2000-2009	1-4	0.00039	0.00156	1.62	99116	155	396095	7398350	74.64
2000-2009	5-9	0.00017	0.00087	2.43	98961	87	494583	7002255	70.76
2000-2009	10-14	0.00023	0.00115	2.83	98875	113	494126	6507672	65.82
2000-2009	15-19	0.00083	0.00415	2.93	98761	410	492958	6013546	60.89
2000-2009	20-24	0.00126	0.00627	2.52	98351	616	490227	5520587	56.13
2000-2009	25-29	0.00139	0.00691	2.56	97735	676	487023	5030361	51.47
2000-2009	30-34	0.00162	0.00809	2.56	97059	785	483379	4543338	46.81
2000-2009	35-39	0.00214	0.01066	2.65	96274	1027	478957	4059958	42.17
2000-2009	40-44	0.00320	0.01588	2.66	95247	1512	472705	3581001	37.60
2000-2009	45-49	0.00466	0.02305	2.64	93735	2160	463568	3108296	33.16
2000-2009	50-54	0.00665	0.03271	2.63	91575	2996	450766	2644728	28.88
2000-2009	55-59	0.00956	0.04673	2.63	88579	4139	433088	2193962	24.77
2000-2009	60-64	0.01420	0.06871	2.64	84440	5802	408513	1760874	20.85
2000-2009	65-69	0.02112	0.10055	2.62	78638	7907	374354	1352362	17.20
2000-2009	70-74	0.03180	0.14777	2.61	70731	10452	328659	978008	13.83
2000-2009	75-79	0.04907	0.21928	2.58	60279	13218	269382	649348	10.77
2000-2009	80-84	0.07960	0.33284	2.54	47061	15663	196777	379966	8.07
2000-2009	85-89	0.13140	0.49163	2.44	31397	15436	117473	183188	5.83
2000-2009	90-94	0.21295	0.67240	2.26	15961	10733	50400	65716	4.12
2000-2009	95-99	0.32238	0.81993	2	5229	4287	13299	15316	2.93
2000-2009	100-104	0.45720	0.91522	1.72	942	862	1885	2017	2.14
2000-2009	105-109	0.60036	0.96200	1.47	80	77	128	132	1.66
2000-2009	110+	0.71281	1.00000	1.4	3	3	4	4	1.40
2010-2019	0	0.00762	0.00756	0.07	100000	756	99296	7561535	75.62
2010-2019	1-4	0.00034	0.00136	1.62	99244	135	396653	7462239	75.19
2010-2019	5-9	0.00016	0.00079	2.48	99109	79	495345	7065586	71.29
2010-2019	10-14	0.00019	0.00096	2.81	99030	95	494942	6570241	66.35
2010-2019	15-19	0.00065	0.00323	3	98935	320	494036	6075299	61.41
2010-2019	20-24	0.00112	0.00558	2.58	98615	550	491745	5581263	56.60
2010-2019	25-29	0.00145	0.00721	2.61	98065	707	488635	5089518	51.90
2010-2019	30-34	0.00186	0.00925	2.59	97358	900	484618	4600883	47.26
2010-2019	35-39	0.00237	0.01177	2.6	96458	1135	479558	4116265	42.67
2010-2019	40-44	0.00311	0.01546	2.63	95322	1473	473120	3636707	38.15
2010-2019	45-49	0.00464	0.02297	2.65	93849	2155	464174	3163587	33.71
2010-2019	50-54	0.00701	0.03448	2.64	91693	3161	450997	2699413	29.44
2010-2019	55-59	0.01015	0.04955	2.6	88532	4387	432141	2248416	25.40
2010-2019	60-64	0.01396	0.06756	2.61	84145	5685	407122	1816275	21.58
2010-2019	65-69	0.01951	0.09320	2.61	78460	7312	374830	1409153	17.96
2010-2019	70-74	0.02898	0.13552	2.61	71148	9642	332688	1034322	14.54
2010-2019	75-79	0.04451	0.20099	2.59	61506	12362	277734	701635	11.41
2010-2019	80-84	0.07040	0.30029	2.55	49144	14757	209616	423900	8.63
2010-2019	85-89	0.11818	0.45512	2.48	34386	15650	132424	214284	6.23
2010-2019	90-94	0.19709	0.64279	2.3	18736	12044	61107	81861	4.37
2010-2019	95-99	0.30129	0.79800	2.05	6693	5341	17727	20753	3.10
2010-2019	100-104	0.43581	0.90471	1.77	1352	1223	2806	3026	2.24
2010-2019	105-109	0.58193	0.95802	1.5	129	123	212	220	1.71
2010-2019	110+	0.69827	1.00000	1.43	5	5	8	8	1.43
