Div5: South Atlantic, Lifetables (period 5x10), Males Last modified: 20 Dec 2020, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1960-1969	0	0.03150	0.03066	0.13	100000	3066	97331	6529639	65.30
1960-1969	1-4	0.00124	0.00493	1.59	96934	478	386584	6432308	66.36
1960-1969	5-9	0.00058	0.00288	2.34	96455	278	481538	6045724	62.68
1960-1969	10-14	0.00061	0.00306	2.76	96177	294	480229	5564186	57.85
1960-1969	15-19	0.00155	0.00771	2.83	95883	739	477811	5083956	53.02
1960-1969	20-24	0.00206	0.01027	2.5	95144	977	473278	4606145	48.41
1960-1969	25-29	0.00219	0.01088	2.53	94167	1024	468302	4132868	43.89
1960-1969	30-34	0.00262	0.01303	2.58	93143	1213	462781	3664566	39.34
1960-1969	35-39	0.00377	0.01866	2.65	91929	1716	455614	3201785	34.83
1960-1969	40-44	0.00587	0.02896	2.67	90213	2613	444971	2746171	30.44
1960-1969	45-49	0.00916	0.04482	2.66	87601	3926	428798	2301200	26.27
1960-1969	50-54	0.01448	0.07002	2.64	83675	5859	404521	1872402	22.38
1960-1969	55-59	0.02128	0.10124	2.6	77816	7878	370194	1467880	18.86
1960-1969	60-64	0.03055	0.14224	2.58	69938	9948	325645	1097686	15.70
1960-1969	65-69	0.04387	0.19784	2.52	59990	11868	270560	772042	12.87
1960-1969	70-74	0.06013	0.26145	2.51	48122	12582	209241	501482	10.42
1960-1969	75-79	0.08305	0.34280	2.45	35540	12183	146693	292241	8.22
1960-1969	80-84	0.12558	0.47410	2.42	23357	11074	88180	145548	6.23
1960-1969	85-89	0.18702	0.61894	2.27	12283	7603	40651	57367	4.67
1960-1969	90-94	0.25964	0.74009	2.1	4681	3464	13342	16716	3.57
1960-1969	95-99	0.34643	0.83825	1.92	1217	1020	2944	3374	2.77
1960-1969	100-104	0.44867	0.90769	1.72	197	179	398	431	2.19
1960-1969	105-109	0.55572	0.94897	1.53	18	17	31	32	1.79
1960-1969	110+	0.64180	1.00000	1.56	1	1	1	1	1.56
1970-1979	0	0.02097	0.02059	0.1	100000	2059	98150	6732599	67.33
1970-1979	1-4	0.00090	0.00358	1.69	97941	350	390955	6634449	67.74
1970-1979	5-9	0.00049	0.00244	2.35	97591	238	487324	6243494	63.98
1970-1979	10-14	0.00052	0.00261	2.8	97353	254	486207	5756170	59.13
1970-1979	15-19	0.00156	0.00777	2.85	97099	754	483871	5269963	54.27
1970-1979	20-24	0.00207	0.01030	2.5	96345	993	479245	4786092	49.68
1970-1979	25-29	0.00211	0.01052	2.52	95352	1003	474273	4306847	45.17
1970-1979	30-34	0.00239	0.01187	2.59	94349	1120	469048	3832573	40.62
1970-1979	35-39	0.00335	0.01661	2.66	93230	1549	462531	3363525	36.08
1970-1979	40-44	0.00520	0.02569	2.68	91681	2355	452943	2900995	31.64
1970-1979	45-49	0.00821	0.04027	2.66	89326	3597	438208	2448052	27.41
1970-1979	50-54	0.01269	0.06159	2.64	85729	5280	416167	2009843	23.44
1970-1979	55-59	0.01905	0.09111	2.62	80449	7330	384832	1593677	19.81
1970-1979	60-64	0.02786	0.13057	2.6	73119	9547	342670	1208845	16.53
1970-1979	65-69	0.03849	0.17588	2.55	63572	11181	290474	866175	13.63
1970-1979	70-74	0.05466	0.24070	2.52	52391	12611	230725	575700	10.99
1970-1979	75-79	0.07733	0.32365	2.48	39780	12875	166494	344976	8.67
1970-1979	80-84	0.11614	0.44694	2.42	26905	12025	103542	178482	6.63
1970-1979	85-89	0.16997	0.58284	2.3	14880	8673	51027	74940	5.04
1970-1979	90-94	0.23798	0.70878	2.15	6207	4400	18488	23913	3.85
1970-1979	95-99	0.31741	0.81017	1.98	1808	1465	4614	5425	3.00
1970-1979	100-104	0.41327	0.88748	1.79	343	305	737	811	2.36
1970-1979	105-109	0.51631	0.93624	1.6	39	36	70	74	1.92
1970-1979	110+	0.60043	1.00000	1.67	2	2	4	4	1.67
1980-1989	0	0.01397	0.01379	0.08	100000	1379	98735	7022018	70.22
1980-1989	1-4	0.00067	0.00269	1.64	98621	265	393857	6923283	70.20
1980-1989	5-9	0.00033	0.00164	2.41	98355	161	491360	6529426	66.39
1980-1989	10-14	0.00037	0.00187	2.81	98195	184	490571	6038066	61.49
1980-1989	15-19	0.00125	0.00625	2.85	98011	612	488737	5547495	56.60
1980-1989	20-24	0.00176	0.00878	2.54	97399	855	484890	5058758	51.94
1980-1989	25-29	0.00191	0.00951	2.54	96543	918	480457	4573868	47.38
1980-1989	30-34	0.00220	0.01095	2.55	95625	1047	475558	4093411	42.81
1980-1989	35-39	0.00270	0.01343	2.61	94578	1271	469855	3617854	38.25
1980-1989	40-44	0.00380	0.01885	2.65	93308	1759	462399	3147999	33.74
1980-1989	45-49	0.00596	0.02937	2.67	91549	2689	451481	2685600	29.34
1980-1989	50-54	0.00965	0.04718	2.67	88860	4192	434516	2234119	25.14
1980-1989	55-59	0.01510	0.07290	2.64	84668	6172	408758	1799603	21.25
1980-1989	60-64	0.02254	0.10693	2.6	78496	8394	372343	1390845	17.72
1980-1989	65-69	0.03237	0.15012	2.59	70102	10524	325114	1018501	14.53
1980-1989	70-74	0.04781	0.21407	2.56	59578	12754	266778	693387	11.64
1980-1989	75-79	0.06952	0.29620	2.51	46824	13869	199516	426609	9.11
1980-1989	80-84	0.10877	0.42551	2.44	32954	14022	128913	227094	6.89
1980-1989	85-89	0.16152	0.56412	2.33	18932	10680	66124	98181	5.19
1980-1989	90-94	0.23406	0.70413	2.17	8252	5810	24825	32057	3.88
1980-1989	95-99	0.32127	0.81504	1.98	2442	1990	6194	7232	2.96
1980-1989	100-104	0.42523	0.89541	1.77	452	404	951	1038	2.30
1980-1989	105-109	0.53645	0.94350	1.56	47	45	83	87	1.85
1980-1989	110+	0.62675	1.00000	1.6	3	3	4	4	1.60
1990-1999	0	0.01043	0.01033	0.07	100000	1033	99042	7206435	72.06
1990-1999	1-4	0.00049	0.00195	1.65	98967	193	395413	7107393	71.82
1990-1999	5-9	0.00024	0.00120	2.39	98774	119	493560	6711980	67.95
1990-1999	10-14	0.00031	0.00155	2.91	98655	153	492956	6218420	63.03
1990-1999	15-19	0.00119	0.00594	2.89	98502	585	491277	5725464	58.13
1990-1999	20-24	0.00160	0.00798	2.5	97917	782	487630	5234187	53.46
1990-1999	25-29	0.00176	0.00878	2.58	97135	853	483615	4746557	48.87
1990-1999	30-34	0.00226	0.01125	2.6	96283	1083	478815	4262942	44.28
1990-1999	35-39	0.00295	0.01464	2.6	95199	1394	472649	3784127	39.75
1990-1999	40-44	0.00388	0.01920	2.6	93806	1802	464705	3311478	35.30
1990-1999	45-49	0.00534	0.02638	2.62	92004	2428	454235	2846773	30.94
1990-1999	50-54	0.00780	0.03829	2.65	89577	3430	439837	2392538	26.71
1990-1999	55-59	0.01213	0.05898	2.65	86147	5081	418802	1952702	22.67
1990-1999	60-64	0.01875	0.08975	2.62	81066	7275	388002	1533900	18.92
1990-1999	65-69	0.02702	0.12687	2.61	73791	9362	346538	1145898	15.53
1990-1999	70-74	0.04004	0.18251	2.58	64429	11759	293657	799359	12.41
1990-1999	75-79	0.05994	0.26123	2.54	52670	13759	229553	505702	9.60
1990-1999	80-84	0.10125	0.40326	2.48	38911	15691	154981	276150	7.10
1990-1999	85-89	0.15759	0.55600	2.35	23220	12910	81924	121169	5.22
1990-1999	90-94	0.23754	0.71158	2.18	10310	7336	30883	39245	3.81
1990-1999	95-99	0.33947	0.83412	1.95	2974	2480	7306	8362	2.81
1990-1999	100-104	0.45871	0.91427	1.71	493	451	983	1055	2.14
1990-1999	105-109	0.58342	0.95720	1.49	42	40	69	72	1.70
1990-1999	110+	0.68226	1.00000	1.47	2	2	3	3	1.47
2000-2009	0	0.00891	0.00884	0.07	100000	884	99177	7424291	74.24
2000-2009	1-4	0.00037	0.00146	1.61	99116	145	396119	7325115	73.90
2000-2009	5-9	0.00017	0.00083	2.45	98971	82	494647	6928996	70.01
2000-2009	10-14	0.00022	0.00111	2.85	98889	110	494209	6434349	65.07
2000-2009	15-19	0.00095	0.00472	3.02	98779	466	492971	5940140	60.14
2000-2009	20-24	0.00160	0.00798	2.53	98313	785	489630	5447170	55.41
2000-2009	25-29	0.00160	0.00797	2.5	97528	777	485700	4957540	50.83
2000-2009	30-34	0.00169	0.00840	2.57	96751	813	481777	4471840	46.22
2000-2009	35-39	0.00221	0.01099	2.64	95938	1054	477198	3990063	41.59
2000-2009	40-44	0.00328	0.01629	2.67	94884	1545	470816	3512865	37.02
2000-2009	45-49	0.00498	0.02460	2.65	93339	2297	461304	3042049	32.59
2000-2009	50-54	0.00732	0.03597	2.63	91042	3275	447436	2580745	28.35
2000-2009	55-59	0.01027	0.05012	2.61	87767	4399	428336	2133310	24.31
2000-2009	60-64	0.01481	0.07151	2.62	83368	5961	402635	1704974	20.45
2000-2009	65-69	0.02153	0.10238	2.61	77407	7925	368078	1302338	16.82
2000-2009	70-74	0.03235	0.15010	2.6	69482	10429	322417	934261	13.45
2000-2009	75-79	0.05040	0.22460	2.58	59053	13263	263161	611844	10.36
2000-2009	80-84	0.08698	0.35796	2.53	45790	16391	188445	348683	7.61
2000-2009	85-89	0.14413	0.52487	2.41	29399	15431	107065	160238	5.45
2000-2009	90-94	0.23550	0.71085	2.21	13968	9929	42162	53174	3.81
2000-2009	95-99	0.35015	0.84568	1.94	4039	3416	9755	11011	2.73
2000-2009	100-104	0.48801	0.92859	1.66	623	579	1186	1256	2.02
2000-2009	105-109	0.62879	0.96750	1.42	45	43	68	70	1.58
2000-2009	110+	0.73628	1.00000	1.36	1	1	2	2	1.36
2010-2019	0	0.00721	0.00716	0.06	100000	716	99330	7599415	75.99
2010-2019	1-4	0.00031	0.00126	1.6	99284	125	396837	7500085	75.54
2010-2019	5-9	0.00014	0.00069	2.39	99159	69	495617	7103248	71.63
2010-2019	10-14	0.00017	0.00084	2.86	99091	83	495275	6607631	66.68
2010-2019	15-19	0.00071	0.00354	3.05	99007	350	494353	6112356	61.74
2010-2019	20-24	0.00139	0.00691	2.62	98657	681	491665	5618003	56.94
2010-2019	25-29	0.00164	0.00819	2.55	97976	803	487916	5126338	52.32
2010-2019	30-34	0.00186	0.00928	2.54	97173	902	483651	4638422	47.73
2010-2019	35-39	0.00216	0.01074	2.57	96271	1034	478846	4154770	43.16
2010-2019	40-44	0.00273	0.01355	2.62	95237	1290	473111	3675924	38.60
2010-2019	45-49	0.00410	0.02032	2.67	93947	1909	465290	3202813	34.09
2010-2019	50-54	0.00653	0.03217	2.67	92038	2961	453282	2737523	29.74
2010-2019	55-59	0.01002	0.04895	2.63	89078	4361	435038	2284241	25.64
2010-2019	60-64	0.01410	0.06819	2.59	84717	5777	409666	1849202	21.83
2010-2019	65-69	0.01899	0.09080	2.59	78941	7168	377421	1439537	18.24
2010-2019	70-74	0.02731	0.12819	2.61	71773	9201	336876	1062116	14.80
2010-2019	75-79	0.04182	0.18999	2.6	62572	11888	284292	725239	11.59
2010-2019	80-84	0.06729	0.28917	2.57	50684	14656	217804	440948	8.70
2010-2019	85-89	0.11656	0.45128	2.5	36028	16259	139484	223143	6.19
2010-2019	90-94	0.20393	0.65743	2.3	19769	12997	63732	83659	4.23
2010-2019	95-99	0.31976	0.81872	2.02	6772	5545	17340	19927	2.94
2010-2019	100-104	0.46509	0.91980	1.71	1228	1129	2428	2587	2.11
2010-2019	105-109	0.61773	0.96593	1.44	98	95	154	159	1.61
2010-2019	110+	0.73495	1.00000	1.36	3	3	5	5	1.36
