Div2: Mid-Atlantic, Lifetables (period 5x5), Both sexes Last modified: 20 Dec 2020, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1960-1964	0	0.02437	0.02386	0.12	100000	2386	97891	6980347	69.80
1960-1964	1-4	0.00086	0.00345	1.66	97614	337	389669	6882456	70.51
1960-1964	5-9	0.00042	0.00212	2.31	97278	206	485833	6492788	66.74
1960-1964	10-14	0.00036	0.00182	2.65	97072	177	484943	6006954	61.88
1960-1964	15-19	0.00074	0.00371	2.83	96895	360	483693	5522011	56.99
1960-1964	20-24	0.00107	0.00534	2.53	96535	515	481403	5038318	52.19
1960-1964	25-29	0.00119	0.00592	2.56	96020	568	478715	4556915	47.46
1960-1964	30-34	0.00151	0.00752	2.63	95452	718	475556	4078200	42.73
1960-1964	35-39	0.00226	0.01124	2.68	94734	1064	471200	3602644	38.03
1960-1964	40-44	0.00355	0.01759	2.67	93670	1648	464509	3131444	33.43
1960-1964	45-49	0.00587	0.02894	2.68	92022	2663	453922	2666935	28.98
1960-1964	50-54	0.00949	0.04640	2.65	89359	4146	437053	2213013	24.77
1960-1964	55-59	0.01454	0.07030	2.64	85213	5991	411912	1775960	20.84
1960-1964	60-64	0.02216	0.10527	2.62	79222	8340	376285	1364049	17.22
1960-1964	65-69	0.03385	0.15642	2.58	70882	11088	327583	987763	13.94
1960-1964	70-74	0.05126	0.22783	2.56	59795	13623	265739	660180	11.04
1960-1964	75-79	0.07644	0.32082	2.5	46172	14813	193774	394442	8.54
1960-1964	80-84	0.11939	0.45687	2.43	31359	14327	119998	200668	6.40
1960-1964	85-89	0.18118	0.60692	2.28	17032	10337	57055	80670	4.74
1960-1964	90-94	0.26133	0.74434	2.11	6695	4983	19069	23615	3.53
1960-1964	95-99	0.36243	0.85317	1.9	1712	1460	4029	4546	2.66
1960-1964	100-104	0.47837	0.92272	1.67	251	232	485	517	2.06
1960-1964	105-109	0.59786	0.96030	1.47	19	19	31	32	1.66
1960-1964	110+	0.69220	1.00000	1.44	1	1	1	1	1.44
1965-1969	0	0.02217	0.02174	0.11	100000	2174	98065	7010876	70.11
1965-1969	1-4	0.00080	0.00319	1.67	97826	312	390577	6912811	70.66
1965-1969	5-9	0.00040	0.00202	2.3	97514	197	487039	6522235	66.88
1965-1969	10-14	0.00035	0.00177	2.68	97317	172	486187	6035196	62.02
1965-1969	15-19	0.00089	0.00446	2.88	97145	433	484805	5549009	57.12
1965-1969	20-24	0.00120	0.00598	2.5	96711	578	482112	5064204	52.36
1965-1969	25-29	0.00128	0.00640	2.55	96133	615	479163	4582092	47.66
1965-1969	30-34	0.00162	0.00808	2.61	95519	772	475750	4102929	42.95
1965-1969	35-39	0.00237	0.01181	2.65	94747	1119	471104	3627180	38.28
1965-1969	40-44	0.00369	0.01827	2.65	93628	1711	464125	3156075	33.71
1965-1969	45-49	0.00576	0.02843	2.67	91917	2613	453498	2691950	29.29
1965-1969	50-54	0.00923	0.04518	2.66	89304	4034	437088	2238451	25.07
1965-1969	55-59	0.01419	0.06866	2.65	85270	5855	412573	1801363	21.13
1965-1969	60-64	0.02173	0.10328	2.61	79415	8202	377440	1388790	17.49
1965-1969	65-69	0.03244	0.15044	2.59	71213	10713	330216	1011350	14.20
1965-1969	70-74	0.04931	0.22025	2.58	60500	13325	270219	681134	11.26
1965-1969	75-79	0.07464	0.31446	2.5	47175	14834	198733	410916	8.71
1965-1969	80-84	0.11528	0.44508	2.44	32341	14394	124861	212182	6.56
1965-1969	85-89	0.17464	0.59295	2.29	17946	10641	60932	87321	4.87
1965-1969	90-94	0.25409	0.73398	2.12	7305	5362	21101	26389	3.61
1965-1969	95-99	0.35276	0.84515	1.92	1943	1642	4656	5288	2.72
1965-1969	100-104	0.46792	0.91812	1.69	301	276	590	632	2.10
1965-1969	105-109	0.58786	0.95803	1.48	25	24	40	42	1.69
1965-1969	110+	0.68318	1.00000	1.46	1	1	2	2	1.46
1970-1974	0	0.01794	0.01766	0.1	100000	1766	98407	7115395	71.15
1970-1974	1-4	0.00071	0.00284	1.7	98234	279	392295	7016987	71.43
1970-1974	5-9	0.00037	0.00186	2.31	97956	183	489286	6624692	67.63
1970-1974	10-14	0.00034	0.00172	2.76	97773	168	488487	6135406	62.75
1970-1974	15-19	0.00094	0.00471	2.87	97604	460	487043	5646920	57.86
1970-1974	20-24	0.00139	0.00692	2.49	97144	673	484032	5159876	53.12
1970-1974	25-29	0.00135	0.00673	2.51	96472	649	480743	4675844	48.47
